respID,Gender,Ethnicity,Q3TeachBioinfor,Q5MoreCourses,Q6BioinfoCourses,Q7FacedBarriers,Q24CURE_SURE,Q31TeachUG,QID1,I lack expertise in bioinformatics,I lack experience in teaching bioinformatics....42,I lack time to restructure course(s),I lack the autonomy to add content to my course(s)....44,I lack space in my course(s) to add content....45,I lack curricular materials....46,I lack appropriate technical resources (internet access/software/hardware/IT support)....47,My student population lacks access to appropriate technical resources (internet access/software/hardware/IT support)....48,My student population lacks prerequisite skills.,My student population lacks interest in bioinformatics....50,I lack expertise in bioinformatics.,I lack experience in teaching bioinformatics....54,I lack time to restructure course(s).,I lack the autonomy to add content to my course(s)....56,I lack space in my course(s) to add content....57,I lack curricular materials....58,I lack appropriate technical resources (internet access/software/hardware/IT support)....59,My student population lacks access to appropriate technical resources (internet access/software/hardware/IT support)....60,My student population lacks prerequisite skills,My student population lacks interest in bioinformatics....62,BASIC2018_bins_text.Current,BASIC2018_bins.Current,BASIC2018_bins_text.TerminalDegree,URM,MSI.Current,HBCU.Current,HSI.Current,Q14 In which year did you earn your highest academic degree?,Q12 Which of the following best describes your level of bioinformatics training? Select ALL that apply.,MSI_text.Current,HSI_text.Current,HBCU_text.Current,SIZESET2018_bins_text.Current,CONTROL_text.Current,Q33 Which of the following represents your highest academic degree?
R695,F,Western European,"I teach some bioinformatics (e.g., one lecture/lab module) in a lower-level courses (1st/2nd year)",Maybe,a bioinformatics-specific course,Yes,neither,yes,I AGREE to participate.,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,NA,NA,NA,Moderate challenge,Moderate challenge,NA,NA,NA,Minor challenge,NA,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,1990-1999,self-taught,No,No,No,Large or Very Large,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R697,M,Western European,"I teach a substantial amount of bioinformatics (e.g., more than one lecture/lab module) in a lower-level courses (1st/2nd year),I teach a substantial amount of bioinformatics (e.g., more than one lecture/lab module) in an upper-level courses (3rd/4th year)",Maybe,a bioinformatics-specific course,Yes,"yes, part of a SURE",yes,I AGREE to participate.,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,Moderate challenge,Moderate challenge,NA,NA,NA,Moderate challenge,Moderate challenge,Moderate challenge,NA,NA,Baccalaureate Colleges,5,Doctoral/Professional Universities,non-URM,0,2,0,1990-1999,self-taught,No,No,No,Small or Very Small,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R698,F,South Asian,"I do not include bioinformatics in my teaching at this time, but do plan to do so",Yes,a bioinformatics-specific course,Yes,NA,yes,I AGREE to participate.,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,NA,NA,Severe challenge,NA,NA,NA,Severe challenge,Severe challenge,Severe challenge,Moderate challenge,Master's Colleges & Universities,4,NA,non-URM,0,2,0,2010-2019,"self-taught,workshops or bootcamp,online course(s) (i.e., Coursera),graduate course(s)",No,No,No,Medium,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R700,F,South Asian,"I teach some bioinformatics (e.g., one lecture/lab module) in a lower-level courses (1st/2nd year),I teach a substantial amount of bioinformatics (e.g., more than one lecture/lab module) in an upper-level courses (3rd/4th year)",Yes,a bioinformatics-specific course,No,neither,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral/Professional Universities,3,NA,non-URM,0,2,0,2000-2009,"undergraduate course(s),graduate course(s),graduate degree",No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R701,F,Western European,I do not include bioinformatics in my teaching and do not plan to do so,Yes,a bioinformatics-specific course,NA,NA,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral/Professional Universities,3,NA,non-URM,0,2,0,2000-2009,workshops or bootcamp,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R702,M,Western European,I do not include bioinformatics in my teaching and do not plan to do so,Yes,NA,NA,NA,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,1990-1999,"self-taught,graduate course(s)",No,No,No,Large or Very Large,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R703,F,Western European,I do not include bioinformatics in my teaching and do not plan to do so,Yes,NA,Yes,NA,yes,I AGREE to participate.,I agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,Severe challenge,Severe challenge,Severe challenge,NA,NA,Severe challenge,Moderate challenge,Severe challenge,Moderate challenge,NA,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,2010-2019,no training/experience,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R705,U,Western European,I teach a dedicated upper-level (3rd/4th) bioinformatics course(s),Yes,a bioinformatics-specific course,No,neither,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Doctoral/Professional Universities,3,NA,non-URM,0,2,0,2000-2009,graduate degree,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R707,M,Western European,"I teach some bioinformatics (e.g., one lecture/lab module) in a lower-level courses (1st/2nd year),I teach some bioinformatics (e.g., one lecture/lab module) in an upper-level courses (3rd/4th year)",Yes,NA,Yes,neither,yes,I AGREE to participate.,I agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,Minor challenge,NA,Minor challenge,NA,Minor challenge,NA,Moderate challenge,Moderate challenge,Severe challenge,Severe challenge,Baccalaureate Colleges,5,Doctoral/Professional Universities,non-URM,0,2,0,1990-1999,self-taught,No,No,No,Small or Very Small,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R708,F,Western European,"I teach a substantial amount of bioinformatics (e.g., more than one lecture/lab module) in an upper-level courses (3rd/4th year)",Yes,NA,Yes,"yes, part of a CURE",yes,I AGREE to participate.,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,Severe challenge,Severe challenge,NA,NA,NA,Severe challenge,NA,NA,NA,NA,Doctoral/Professional Universities,3,NA,non-URM,0,2,0,2010-2019,"no training/experience,self-taught",No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R709,F,African American,"I teach some bioinformatics (e.g., one lecture/lab module) in a lower-level courses (1st/2nd year)",Yes,NA,Yes,neither,yes,I AGREE to participate.,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,NA,NA,NA,Severe challenge,Severe challenge,Moderate challenge,Moderate challenge,Moderate challenge,Severe challenge,Moderate challenge,Baccalaureate Colleges,5,Doctoral/Professional Universities,URM,0,2,0,2010-2019,"workshops or bootcamp,post-graduate certificate,graduate course(s),graduate degree",No,No,No,Medium,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R710,F,Western European,"I teach some bioinformatics (e.g., one lecture/lab module) in an upper-level courses (3rd/4th year)",Yes,a bioinformatics-specific course,Yes,neither,yes,I AGREE to participate.,I agree with this statement,I agree with this statement,I agree with this statement,NA,I agree with this statement,NA,NA,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,Moderate challenge,Minor challenge,Moderate challenge,NA,Moderate challenge,NA,NA,NA,NA,NA,Doctoral/Professional Universities,3,NA,non-URM,0,2,0,NA,NA,No,No,No,Medium,Private not-for-profit,NA
R711,F,East Asian,I teach a dedicated lower-level (1st/2nd) bioinformatics course(s),Maybe,a bioinformatics-specific course,Yes,"yes, part of a CURE",yes,I AGREE to participate.,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,Moderate challenge,NA,NA,NA,NA,NA,Moderate challenge,NA,Moderate challenge,Moderate challenge,Master's Colleges & Universities,4,Doctoral/Professional Universities,non-URM,0,2,0,2000-2009,"self-taught,workshops or bootcamp",No,No,No,Medium,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R714,F,Western European,I teach a dedicated lower-level (1st/2nd) bioinformatics course(s),Yes,a bioinformatics-specific course,Yes,neither,yes,I AGREE to participate.,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,NA,NA,Severe challenge,NA,Moderate challenge,NA,NA,NA,Severe challenge,Moderate challenge,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,2010-2019,"self-taught,workshops or bootcamp,graduate course(s)",No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R715,U,East Asian,I teach a dedicated upper-level (3rd/4th) bioinformatics course(s),No,a bioinformatics-specific course,No,neither,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's Colleges & Universities,4,Doctoral/Professional Universities,non-URM,0,2,0,1990-1999,graduate degree,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R716,M,Western European,I do not include bioinformatics in my teaching and do not plan to do so,Maybe,"a bioinformatics-specific course,a bioinformatics certificate",Yes,NA,yes,I AGREE to participate.,I agree with this statement,I agree with this statement,NA,NA,NA,I agree with this statement,NA,NA,I agree with this statement,I agree with this statement,Severe challenge,Severe challenge,NA,NA,NA,Severe challenge,NA,NA,Severe challenge,Severe challenge,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,1980-1989,no training/experience,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R717,F,Western European,I do not include bioinformatics in my teaching and do not plan to do so,Maybe,a bioinformatics-specific course,NA,NA,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baccalaureate Colleges,5,Doctoral/Professional Universities,non-URM,0,2,0,1990-1999,no training/experience,No,No,No,Small or Very Small,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R718,F,Mediterranean,"I teach a substantial amount of bioinformatics (e.g., more than one lecture/lab module) in an upper-level courses (3rd/4th year),I teach a dedicated upper-level (3rd/4th) bioinformatics course(s)",Yes,a bioinformatics-specific course,Yes,neither,yes,I AGREE to participate.,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,NA,NA,Moderate challenge,NA,NA,NA,Severe challenge,Moderate challenge,Severe challenge,NA,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,2000-2009,graduate degree,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R722,F,Western European,"I teach some bioinformatics (e.g., one lecture/lab module) in a lower-level courses (1st/2nd year)",Yes,a bioinformatics-specific course,Yes,neither,yes,I AGREE to participate.,I agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,Severe challenge,Moderate challenge,Severe challenge,NA,NA,NA,NA,NA,Moderate challenge,NA,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,2000-2009,"self-taught,workshops or bootcamp",No,No,No,Medium,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R723,M,Jewish,I teach a dedicated upper-level (3rd/4th) bioinformatics course(s),Maybe,a bioinformatics-specific course,Yes,neither,yes,I AGREE to participate.,I agree with this statement,I do NOT agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,Severe challenge,NA,Severe challenge,NA,NA,Minor challenge,Moderate challenge,Moderate challenge,Severe challenge,Severe challenge,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,2000-2009,self-taught,No,No,No,Large or Very Large,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R724,M,Western European,I do not include bioinformatics in my teaching and do not plan to do so,Maybe,NA,NA,NA,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Associate's Colleges,1,Special Focus Four-Year,non-URM,0,2,0,2010-2019,graduate course(s),No,No,No,Medium,Public,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
R727,M,Western European,"I do not include bioinformatics in my teaching at this time, but do plan to do so",Maybe,NA,No,NA,yes,I AGREE to participate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Associate's Colleges,1,NA,non-URM,0,2,0,NA,NA,No,No,No,Large or Very Large,Public,NA
R728,M,Western European,"I teach some bioinformatics (e.g., one lecture/lab module) in a lower-level courses (1st/2nd year),I teach a dedicated upper-level (3rd/4th) bioinformatics course(s)",Yes,NA,Yes,I don't know,yes,I AGREE to participate.,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,I do NOT agree with this statement,I do NOT agree with this statement,I agree with this statement,I agree with this statement,I agree with this statement,NA,NA,Moderate challenge,Severe challenge,Severe challenge,NA,NA,Moderate challenge,Severe challenge,Moderate challenge,Doctoral/Professional Universities,3,Doctoral/Professional Universities,non-URM,0,2,0,1980-1989,"self-taught,workshops or bootcamp,online course(s) (i.e., Coursera)",No,No,No,Medium,Private not-for-profit,"Doctoral degree or equivalent (e.g;, PhD, EdD, etc)"
